TC5P43YY,SpringfieldPower,AAA Battery,2020-03-06 12:00:00 AM,737 Spooner Street,42.4069,-83.1691,106.269,kWh,2020-08-13 12:00:00 AM,3.101,2020-08-13 1:00:00 AM,7.882,2020-08-13 2:00:00 AM,2.392,2020-08-13 3:00:00 AM,7.036,2020-08-13 4:00:00 AM,1.418,2020-08-13 5:00:00 AM,5.311,2020-08-13 6:00:00 AM,4.535,2020-08-13 7:00:00 AM,5.501,2020-08-13 8:00:00 AM,0.501,2020-08-13 9:00:00 AM,8.752,2020-08-13 10:00:00 AM,5.787,2020-08-13 11:00:00 AM,4.202,2020-08-13 12:00:00 PM,5.024,2020-08-13 1:00:00 PM,8.338,2020-08-13 2:00:00 PM,3.174,2020-08-13 3:00:00 PM,1.791,2020-08-13 4:00:00 PM,1.952,2020-08-13 5:00:00 PM,1.115,2020-08-13 6:00:00 PM,3.073,2020-08-13 7:00:00 PM,0.421,2020-08-13 8:00:00 PM,9.746,2020-08-13 9:00:00 PM,4.56,2020-08-13 10:00:00 PM,4.09,2020-08-13 11:00:00 PM,6.567
LXIAB685,EnergyPlus,Ol Surgy,2020-03-15 12:00:00 AM,57 Spooner Street,42.2730,-83.396,104.730,kWh,2020-08-13 12:00:00 AM,0.056,2020-08-13 1:00:00 AM,0.988,2020-08-13 2:00:00 AM,5.06,2020-08-13 3:00:00 AM,8.356,2020-08-13 4:00:00 AM,5.657,2020-08-13 5:00:00 AM,2.599,2020-08-13 6:00:00 AM,4.047,2020-08-13 7:00:00 AM,1.728,2020-08-13 8:00:00 AM,8.456,2020-08-13 9:00:00 AM,5.119,2020-08-13 10:00:00 AM,6.168,2020-08-13 11:00:00 AM,2.476,2020-08-13 12:00:00 PM,6.256,2020-08-13 1:00:00 PM,2.973,2020-08-13 2:00:00 PM,3.648,2020-08-13 3:00:00 PM,1.944,2020-08-13 4:00:00 PM,8.539,2020-08-13 5:00:00 PM,3.791,2020-08-13 6:00:00 PM,5.823,2020-08-13 7:00:00 PM,3.778,2020-08-13 8:00:00 PM,4.861,2020-08-13 9:00:00 PM,2.826,2020-08-13 10:00:00 PM,4.413,2020-08-13 11:00:00 PM,5.168
E6ZHEPJO,SpringfieldPower,Powernator 2000,2020-04-26 12:00:00 AM,943 Evergreen terrace,42.6202,-83.8432,131.465,kWh,2020-08-13 12:00:00 AM,3.967,2020-08-13 1:00:00 AM,9.21,2020-08-13 2:00:00 AM,4.827,2020-08-13 3:00:00 AM,4.027,2020-08-13 4:00:00 AM,5,2020-08-13 5:00:00 AM,4.163,2020-08-13 6:00:00 AM,6.677,2020-08-13 7:00:00 AM,3.33,2020-08-13 8:00:00 AM,5.751,2020-08-13 9:00:00 AM,8.462,2020-08-13 10:00:00 AM,1.877,2020-08-13 11:00:00 AM,5.627,2020-08-13 12:00:00 PM,6.777,2020-08-13 1:00:00 PM,2.074,2020-08-13 2:00:00 PM,8.951,2020-08-13 3:00:00 PM,5.534,2020-08-13 4:00:00 PM,7.229,2020-08-13 5:00:00 PM,6.573,2020-08-13 6:00:00 PM,9.891,2020-08-13 7:00:00 PM,7.009,2020-08-13 8:00:00 PM,6.491,2020-08-13 9:00:00 PM,5.536,2020-08-13 10:00:00 PM,1.956,2020-08-13 11:00:00 PM,0.526
PJILT9P0,EnergyPlus,,2020-06-08 12:00:00 AM,457 Fake street,42.8797,-83.9411,117.280,kWh,2020-08-13 12:00:00 AM,1.004,2020-08-13 1:00:00 AM,4.669,2020-08-13 2:00:00 AM,5.833,2020-08-13 3:00:00 AM,1.31,2020-08-13 4:00:00 AM,3.627,2020-08-13 5:00:00 AM,9.324,2020-08-13 6:00:00 AM,8.541,2020-08-13 7:00:00 AM,5.825,2020-08-13 8:00:00 AM,1.817,2020-08-13 9:00:00 AM,0.27,2020-08-13 10:00:00 AM,5.184,2020-08-13 11:00:00 AM,5.785,2020-08-13 12:00:00 PM,2.857,2020-08-13 1:00:00 PM,4.792,2020-08-13 2:00:00 PM,9.192,2020-08-13 3:00:00 PM,1.94,2020-08-13 4:00:00 PM,8.429,2020-08-13 5:00:00 PM,7.254,2020-08-13 6:00:00 PM,4.301,2020-08-13 7:00:00 PM,9.74,2020-08-13 8:00:00 PM,2.484,2020-08-13 9:00:00 PM,1.887,2020-08-13 10:00:00 PM,3.423,2020-08-13 11:00:00 PM,7.792
UPQLFAPT,SpringfieldPower,Static Generator,2019-09-25 12:00:00 AM,234 Fake street,42.4226,-83.8327,112.087,kWh,2020-08-13 12:00:00 AM,1.201,2020-08-13 1:00:00 AM,5.743,2020-08-13 2:00:00 AM,6.688,2020-08-13 3:00:00 AM,0.459,2020-08-13 4:00:00 AM,2.983,2020-08-13 5:00:00 AM,0.352,2020-08-13 6:00:00 AM,4.17,2020-08-13 7:00:00 AM,1.358,2020-08-13 8:00:00 AM,2.465,2020-08-13 9:00:00 AM,3.144,2020-08-13 10:00:00 AM,3.417,2020-08-13 11:00:00 AM,3.425,2020-08-13 12:00:00 PM,7.31,2020-08-13 1:00:00 PM,5.731,2020-08-13 2:00:00 PM,9.056,2020-08-13 3:00:00 PM,6.927,2020-08-13 4:00:00 PM,9.116,2020-08-13 5:00:00 PM,1.246,2020-08-13 6:00:00 PM,8.039,2020-08-13 7:00:00 PM,5.515,2020-08-13 8:00:00 PM,9.379,2020-08-13 9:00:00 PM,4.706,2020-08-13 10:00:00 PM,5.251,2020-08-13 11:00:00 PM,4.406
FV80UVYE,HydroLand,AAA Battery,2020-04-23 12:00:00 AM,400 Evergreen terrace,42.1428,-83.440,124.989,kWh,2020-08-13 12:00:00 AM,7.44,2020-08-13 1:00:00 AM,1.624,2020-08-13 2:00:00 AM,2.888,2020-08-13 3:00:00 AM,2.151,2020-08-13 4:00:00 AM,0.145,2020-08-13 5:00:00 AM,8,2020-08-13 6:00:00 AM,6.792,2020-08-13 7:00:00 AM,7.073,2020-08-13 8:00:00 AM,9.768,2020-08-13 9:00:00 AM,9.373,2020-08-13 10:00:00 AM,0.233,2020-08-13 11:00:00 AM,9.768,2020-08-13 12:00:00 PM,1.093,2020-08-13 1:00:00 PM,2.617,2020-08-13 2:00:00 PM,8.71,2020-08-13 3:00:00 PM,8.946,2020-08-13 4:00:00 PM,6.493,2020-08-13 5:00:00 PM,0.491,2020-08-13 6:00:00 PM,2.282,2020-08-13 7:00:00 PM,8.86,2020-08-13 8:00:00 PM,7.097,2020-08-13 9:00:00 PM,0.669,2020-08-13 10:00:00 PM,6.815,2020-08-13 11:00:00 PM,5.661
XWH74JSE,SpringfieldPower,Powernator 2000,2020-07-24 12:00:00 AM,389 Spooner Street,42.2555,-83.5106,149.296,kWh,2020-08-13 12:00:00 AM,6.404,2020-08-13 1:00:00 AM,4.804,2020-08-13 2:00:00 AM,8.81,2020-08-13 3:00:00 AM,9.912,2020-08-13 4:00:00 AM,7.979,2020-08-13 5:00:00 AM,5.461,2020-08-13 6:00:00 AM,6.135,2020-08-13 7:00:00 AM,5.758,2020-08-13 8:00:00 AM,8.663,2020-08-13 9:00:00 AM,5.492,2020-08-13 10:00:00 AM,9.978,2020-08-13 11:00:00 AM,6.605,2020-08-13 12:00:00 PM,3.505,2020-08-13 1:00:00 PM,3.512,2020-08-13 2:00:00 PM,2.566,2020-08-13 3:00:00 PM,3.341,2020-08-13 4:00:00 PM,6.77,2020-08-13 5:00:00 PM,4.807,2020-08-13 6:00:00 PM,7.226,2020-08-13 7:00:00 PM,5.591,2020-08-13 8:00:00 PM,3.854,2020-08-13 9:00:00 PM,5.865,2020-08-13 10:00:00 PM,7.57,2020-08-13 11:00:00 PM,8.688
ZP6HBHRI,HydroLand,Static Generator,2020-01-13 12:00:00 AM,406 Mountain Drive,42.755,-83.8834,105.142,kWh,2020-08-13 12:00:00 AM,0.199,2020-08-13 1:00:00 AM,0.423,2020-08-13 2:00:00 AM,0.531,2020-08-13 3:00:00 AM,3.47,2020-08-13 4:00:00 AM,3.729,2020-08-13 5:00:00 AM,8.404,2020-08-13 6:00:00 AM,6.024,2020-08-13 7:00:00 AM,1.554,2020-08-13 8:00:00 AM,7.618,2020-08-13 9:00:00 AM,5.121,2020-08-13 10:00:00 AM,7.463,2020-08-13 11:00:00 AM,3.828,2020-08-13 12:00:00 PM,9.082,2020-08-13 1:00:00 PM,9.263,2020-08-13 2:00:00 PM,6.963,2020-08-13 3:00:00 PM,1.252,2020-08-13 4:00:00 PM,0.538,2020-08-13 5:00:00 PM,7.233,2020-08-13 6:00:00 PM,0.121,2020-08-13 7:00:00 PM,2.775,2020-08-13 8:00:00 PM,3.666,2020-08-13 9:00:00 PM,6.359,2020-08-13 10:00:00 PM,4.055,2020-08-13 11:00:00 PM,5.471
XC1J314S,WindWindWind,Static Generator,2019-12-02 12:00:00 AM,517 Real street,42.2395,-83.3840,109.919,kWh,2020-08-13 12:00:00 AM,0.284,2020-08-13 1:00:00 AM,1.112,2020-08-13 2:00:00 AM,2.759,2020-08-13 3:00:00 AM,1.482,2020-08-13 4:00:00 AM,6.958,2020-08-13 5:00:00 AM,2.822,2020-08-13 6:00:00 AM,8.188,2020-08-13 7:00:00 AM,5.736,2020-08-13 8:00:00 AM,3.191,2020-08-13 9:00:00 AM,6.973,2020-08-13 10:00:00 AM,4.132,2020-08-13 11:00:00 AM,5.337,2020-08-13 12:00:00 PM,6.82,2020-08-13 1:00:00 PM,8.164,2020-08-13 2:00:00 PM,7.979,2020-08-13 3:00:00 PM,5.168,2020-08-13 4:00:00 PM,3.839,2020-08-13 5:00:00 PM,6.367,2020-08-13 6:00:00 PM,5.059,2020-08-13 7:00:00 PM,6.824,2020-08-13 8:00:00 PM,3.056,2020-08-13 9:00:00 PM,0.881,2020-08-13 10:00:00 PM,3.356,2020-08-13 11:00:00 PM,3.432
9XI2LIG2,SpringfieldPower,Ol Surgy,2019-08-21 12:00:00 AM,167 Fake street,42.4876,-83.7096,108.101,kWh,2020-08-13 12:00:00 AM,2.648,2020-08-13 1:00:00 AM,8.455,2020-08-13 2:00:00 AM,4.935,2020-08-13 3:00:00 AM,4.33,2020-08-13 4:00:00 AM,5.693,2020-08-13 5:00:00 AM,3.988,2020-08-13 6:00:00 AM,2.297,2020-08-13 7:00:00 AM,1.69,2020-08-13 8:00:00 AM,6.887,2020-08-13 9:00:00 AM,8.033,2020-08-13 10:00:00 AM,0.804,2020-08-13 11:00:00 AM,3.187,2020-08-13 12:00:00 PM,8.799,2020-08-13 1:00:00 PM,8.261,2020-08-13 2:00:00 PM,5.569,2020-08-13 3:00:00 PM,0.784,2020-08-13 4:00:00 PM,9.401,2020-08-13 5:00:00 PM,7.754,2020-08-13 6:00:00 PM,9.325,2020-08-13 7:00:00 PM,1.499,2020-08-13 8:00:00 PM,0.348,2020-08-13 9:00:00 PM,0.412,2020-08-13 10:00:00 PM,0.376,2020-08-13 11:00:00 PM,2.626
DSWZM3WP,SpringfieldPower,AAA Battery,2020-05-18 12:00:00 AM,836 Mountain Drive,42.6549,-83.7662,120.243,kWh,2020-08-13 12:00:00 AM,9.442,2020-08-13 1:00:00 AM,7.684,2020-08-13 2:00:00 AM,4.919,2020-08-13 3:00:00 AM,5.521,2020-08-13 4:00:00 AM,9.777,2020-08-13 5:00:00 AM,2.305,2020-08-13 6:00:00 AM,9.048,2020-08-13 7:00:00 AM,2.995,2020-08-13 8:00:00 AM,9.665,2020-08-13 9:00:00 AM,2.572,2020-08-13 10:00:00 AM,2.608,2020-08-13 11:00:00 AM,0.434,2020-08-13 12:00:00 PM,3.906,2020-08-13 1:00:00 PM,1.58,2020-08-13 2:00:00 PM,3.377,2020-08-13 3:00:00 PM,6.747,2020-08-13 4:00:00 PM,2.235,2020-08-13 5:00:00 PM,8.079,2020-08-13 6:00:00 PM,2.308,2020-08-13 7:00:00 PM,3.376,2020-08-13 8:00:00 PM,0.516,2020-08-13 9:00:00 PM,7.785,2020-08-13 10:00:00 PM,5.102,2020-08-13 11:00:00 PM,8.262
4GXP8VZJ,HydroLand,Powernator 2000,2019-08-20 12:00:00 AM,382 Evergreen terrace,42.4890,-83.597,94.028,kWh,2020-08-13 12:00:00 AM,0.321,2020-08-13 1:00:00 AM,1.905,2020-08-13 2:00:00 AM,2.181,2020-08-13 3:00:00 AM,6.535,2020-08-13 4:00:00 AM,4.621,2020-08-13 5:00:00 AM,0.818,2020-08-13 6:00:00 AM,7.892,2020-08-13 7:00:00 AM,2.41,2020-08-13 8:00:00 AM,2.681,2020-08-13 9:00:00 AM,5.583,2020-08-13 10:00:00 AM,2.522,2020-08-13 11:00:00 AM,0.175,2020-08-13 12:00:00 PM,0.288,2020-08-13 1:00:00 PM,5.811,2020-08-13 2:00:00 PM,3.173,2020-08-13 3:00:00 PM,7.146,2020-08-13 4:00:00 PM,1.657,2020-08-13 5:00:00 PM,2.582,2020-08-13 6:00:00 PM,6.655,2020-08-13 7:00:00 PM,6.961,2020-08-13 8:00:00 PM,8.06,2020-08-13 9:00:00 PM,5.762,2020-08-13 10:00:00 PM,4.823,2020-08-13 11:00:00 PM,3.466
NT91NG8E,WindWindWind,Static Generator,2020-06-03 12:00:00 AM,147 Mountain Drive,42.1249,-83.481,139.766,kWh,2020-08-13 12:00:00 AM,7.444,2020-08-13 1:00:00 AM,0.667,2020-08-13 2:00:00 AM,9.305,2020-08-13 3:00:00 AM,3.861,2020-08-13 4:00:00 AM,8.64,2020-08-13 5:00:00 AM,7.005,2020-08-13 6:00:00 AM,5.675,2020-08-13 7:00:00 AM,6.913,2020-08-13 8:00:00 AM,6.851,2020-08-13 9:00:00 AM,9.676,2020-08-13 10:00:00 AM,2.945,2020-08-13 11:00:00 AM,8.224,2020-08-13 12:00:00 PM,1.23,2020-08-13 1:00:00 PM,8.771,2020-08-13 2:00:00 PM,7.927,2020-08-13 3:00:00 PM,2.535,2020-08-13 4:00:00 PM,4.558,2020-08-13 5:00:00 PM,7.081,2020-08-13 6:00:00 PM,8.713,2020-08-13 7:00:00 PM,2.72,2020-08-13 8:00:00 PM,9.249,2020-08-13 9:00:00 PM,0.872,2020-08-13 10:00:00 PM,0.31,2020-08-13 11:00:00 PM,8.594
DVEKKNG5,EnergyPlus,Powernator 2000,2019-09-13 12:00:00 AM,629 Mountain Drive,42.1901,-83.6181,120.710,kWh,2020-08-13 12:00:00 AM,6.46,2020-08-13 1:00:00 AM,8.139,2020-08-13 2:00:00 AM,8.456,2020-08-13 3:00:00 AM,3.093,2020-08-13 4:00:00 AM,7.904,2020-08-13 5:00:00 AM,0.869,2020-08-13 6:00:00 AM,3.471,2020-08-13 7:00:00 AM,8.331,2020-08-13 8:00:00 AM,2.546,2020-08-13 9:00:00 AM,9.415,2020-08-13 10:00:00 AM,4.946,2020-08-13 11:00:00 AM,7.428,2020-08-13 12:00:00 PM,4.388,2020-08-13 1:00:00 PM,9.618,2020-08-13 2:00:00 PM,8.527,2020-08-13 3:00:00 PM,1.23,2020-08-13 4:00:00 PM,6.571,2020-08-13 5:00:00 PM,0.356,2020-08-13 6:00:00 PM,0.711,2020-08-13 7:00:00 PM,2.876,2020-08-13 8:00:00 PM,2.619,2020-08-13 9:00:00 PM,5.803,2020-08-13 10:00:00 PM,2.845,2020-08-13 11:00:00 PM,4.108
K2O268FN,HydroLand,Powernator 2000,2020-05-24 12:00:00 AM,458 Fake street,42.7778,-83.2404,139.580,kWh,2020-08-13 12:00:00 AM,7.725,2020-08-13 1:00:00 AM,7.511,2020-08-13 2:00:00 AM,7.687,2020-08-13 3:00:00 AM,8.654,2020-08-13 4:00:00 AM,3.413,2020-08-13 5:00:00 AM,7.857,2020-08-13 6:00:00 AM,6.394,2020-08-13 7:00:00 AM,7.313,2020-08-13 8:00:00 AM,9.191,2020-08-13 9:00:00 AM,1.879,2020-08-13 10:00:00 AM,0.871,2020-08-13 11:00:00 AM,2.639,2020-08-13 12:00:00 PM,5.937,2020-08-13 1:00:00 PM,8.042,2020-08-13 2:00:00 PM,9.023,2020-08-13 3:00:00 PM,3.562,2020-08-13 4:00:00 PM,0.657,2020-08-13 5:00:00 PM,5.293,2020-08-13 6:00:00 PM,4.347,2020-08-13 7:00:00 PM,0.065,2020-08-13 8:00:00 PM,9.929,2020-08-13 9:00:00 PM,6.735,2020-08-13 10:00:00 PM,5.654,2020-08-13 11:00:00 PM,9.202
K2ERM0OB,SpringfieldPower,AAA Battery,2020-04-28 12:00:00 AM,536 Evergreen terrace,42.7147,-83.9430,124.267,kWh,2020-08-13 12:00:00 AM,6.249,2020-08-13 1:00:00 AM,6.632,2020-08-13 2:00:00 AM,0.659,2020-08-13 3:00:00 AM,4.94,2020-08-13 4:00:00 AM,5.936,2020-08-13 5:00:00 AM,8.256,2020-08-13 6:00:00 AM,6.92,2020-08-13 7:00:00 AM,5.695,2020-08-13 8:00:00 AM,5.736,2020-08-13 9:00:00 AM,3.632,2020-08-13 10:00:00 AM,7.336,2020-08-13 11:00:00 AM,1.596,2020-08-13 12:00:00 PM,9.285,2020-08-13 1:00:00 PM,6.444,2020-08-13 2:00:00 PM,7.712,2020-08-13 3:00:00 PM,2.473,2020-08-13 4:00:00 PM,0.99,2020-08-13 5:00:00 PM,1.857,2020-08-13 6:00:00 PM,8.483,2020-08-13 7:00:00 PM,5.668,2020-08-13 8:00:00 PM,5.63,2020-08-13 9:00:00 PM,6.691,2020-08-13 10:00:00 PM,1.622,2020-08-13 11:00:00 PM,3.825
G2BN2SN5,HydroLand,Static Generator,2019-10-24 12:00:00 AM,343 Mountain Drive,42.1794,-83.9716,111.131,kWh,2020-08-13 12:00:00 AM,0.946,2020-08-13 1:00:00 AM,6.063,2020-08-13 2:00:00 AM,2.086,2020-08-13 3:00:00 AM,5.428,2020-08-13 4:00:00 AM,1.139,2020-08-13 5:00:00 AM,6.151,2020-08-13 6:00:00 AM,5.768,2020-08-13 7:00:00 AM,4.66,2020-08-13 8:00:00 AM,3.99,2020-08-13 9:00:00 AM,1.078,2020-08-13 10:00:00 AM,5.477,2020-08-13 11:00:00 AM,1.994,2020-08-13 12:00:00 PM,3.506,2020-08-13 1:00:00 PM,6.446,2020-08-13 2:00:00 PM,1.478,2020-08-13 3:00:00 PM,3.8,2020-08-13 4:00:00 PM,9.557,2020-08-13 5:00:00 PM,5.009,2020-08-13 6:00:00 PM,6.833,2020-08-13 7:00:00 PM,3.113,2020-08-13 8:00:00 PM,8.004,2020-08-13 9:00:00 PM,7.822,2020-08-13 10:00:00 PM,3.074,2020-08-13 11:00:00 PM,7.709
